codigo,descricao,uq,rg,sadc,ua,requisitos,observacao
8432.42.00,-- Distribuidores de adubos (fertilizantes)……………………..,U,Livre,,,,
8432.80.00,- Outras máquinas e aparelhos………………………………...,U,Livre,,,,
8432.90.00,- Partes………………………………………………..……….,Kg,Livre,,,,
84.33,"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluindo as enfardadeiras de palha ou forragem; cortadores de relva (grama) e ceifeiras; máquinas para limpar ou seleccionar ovos, fruta ou outros produtos agrícolas, excepto as da posição 84.37.",,,,,,
,- Cortadores de relva (grama):,,,,,,
8433.11.00,"-- Motorizados, cujo dispositivo de corte gira num plano horizontal…………………",U,Livre,,,,
8433.19.00,-- Outros…………………………………………………………….,U,Livre,,,,
8433.20.00,"- Ceifeiras, incluindo as barras de corte para montagem em tractores………………………",U,Livre,,,,
8433.30.00,- Outras máquinas e aparelhos para colher e dispor o feno……...,U,Livre,,,,
8433.40.00,"- Enfardadeiras de palha ou de forragem, incluindo as enfardadeiras-apanhadeiras…………………",U,Livre,,,,
,- Outras máquinas e aparelhos para colheita; máquinas e aparelhos para debulha:,,,,,,
8433.51.00,-- Ceifeiras-debulhadoras (colheitadeiras combinadas com debulhadoras*)…………,U,Livre,,,,
8433.52.00,-- Outras máquinas e aparelhos para debulha……….…………….,U,Livre,,,,
8433.53.00,-- Máquinas para colheita de raízes ou tubérculos………..……….,U,Livre,,,,
8433.59.00,-- Outros…………………………………………………………….,U,Livre,,,,
8433.60.00,"- Máquinas para limpar ou seleccionar ovos, fruta ou outros produtos agrícolas………………",U,Livre,,,,
8433.90.00,- Partes……………………………………………………………..,Kg,Livre,,,,
84.34,Máquinas de ordenhar e máquinas e aparelhos para a indústria de lacticínios.,,,,,,
8434.10.00,- Máquinas de ordenhar………………………...………………….,U,Livre,,,,
8434.20.00,- Máquinas e aparelhos para a indústria de lacticínios……..…….,U,Livre,,,,
8434.90.00,- Partes………………………………...…………………………...,Kg,Livre,,,,
84.35,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sumos (sucos) de fruta ou bebidas semelhantes.",,,,,,
8435.10.00,- Máquinas e aparelhos………..…………………………………..,U,Livre,,,,
8435.90.00,- Partes………………………...…………………….……………..,Kg,Livre,,,,
84.36,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluindo os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura.",,,,,,
8436.10.00,- Máquinas e aparelhos para preparação de alimentos ou rações para animais………………,Kg,Livre,,,,
,"- Máquinas e aparelhos para avicultura, incluindo as chocadeiras e criadeiras:",,,,,,
8436.21.00,-- Chocadeiras e criadeiras…………………...…………………….,Kg,Livre,,,,
8436.29.00,-- Outros…………………………………………………………….,Kg,Livre,,,,
8436.80.00,- Outras máquinas e aparelhos…………………..…………………,Kg,Livre,,,,
,- Partes:,,,,,,
8436.91.00,-- De máquinas ou aparelhos para avicultura………….………….,Kg,Livre,,,,
8436.99.00,-- Outras…………………………………………………………….,Kg,Livre,,,,
84.37,"Máquinas para limpeza, selecção ou peneiração de grãos ou de produtos hortícolas secos; máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, excepto do tipo utilizado em fazendas.",,,,,,
8437.10.00,"- Máquinas para limpeza, selecção ou peneiração de grãos ou de produtos hortícolas secos………",U,Livre,,,,
8437.80.00,- Outras máquinas e aparelhos……………………..……………..,U,Livre,,,,
8437.90.00,- Partes……………………………………………………………..,Kg,Livre,,,,
84.38,"Máquinas e aparelhos não especificados nem compreendidos noutras posições do presente Capítulo, para preparação ou fabricação industrial de alimentos ou de bebidas, excepto as máquinas e aparelhos para extracção ou preparação de óleos ou gorduras vegetais ou de origem microbiana, fixos, ou de animais.",,,,,,
8438.10.00,"- Máquinas e aparelhos para as indústrias de panificação, pastelaria, bolachas e biscoitos e de massas alimentícias…………………………………………………………………………...",U,Livre,,,,
8438.20.00,- Máquinas e aparelhos para as indústrias de confeitaria e de cacau ou de chocolate……,U,Livre,,,,
8438.30.00,- Máquinas e aparelhos para a indústria de açúcar………..………,U,Livre,,,,
8438.40.00,- Máquinas e aparelhos para a indústria cervejeira………..……...,U,Livre,,,,
8438.50.00,- Máquinas e aparelhos para preparação de carnes………..……...,U,Livre,,,,
8438.60.00,- Máquinas e aparelhos para preparação de fruta ou de produtos hortícolas……………,U,Livre,,,,
8438.80.00,- Outras máquinas e aparelhos……………….…………………...,U,Livre,,,,
8438.90.00,- Partes…………………………………….…..…………………...,Kg,Livre,,,,
84.39,Máquinas e aparelhos para fabricação de pasta de matérias fibrosas celulósicas ou para fabricação ou acabamento de papel ou cartão.,,,,,,
8439.10.00,- Máquinas e aparelhos para fabricação de pasta de matérias fibrosas celulósicas………….,U,Livre,,,,
8439.20.00,- Máquinas e aparelhos para fabricação de papel ou cartão….,U,Livre,,,,
8439.30.00,- Máquinas e aparelhos para acabamento de papel ou cartão..,U,Livre,,,,
,- Partes:,,,,,,
8439.91.00,-- De máquinas ou aparelhos para fabricação de pasta de matérias fibrosas celulósicas………,Kg,Livre,,,,
8439.99.00,-- Outras………………………………………………………..,Kg,Livre,,,,
84.40,"Máquinas e aparelhos para brochura ou encadernação, incluindo as máquinas de costurar cadernos.",,,,,,
8440.10.00,- Máquinas e aparelhos…………………………..………………..,U,Livre,,,,
8440.90.00,- Partes……………………………………………...……………….,Kg,Livre,,,,
84.41,"Outras máquinas e aparelhos para o trabalho de pasta de papel, papel ou cartão, incluindo as cortadeiras de qualquer tipo.",,,,,,
8441.10.00,- Cortadeiras……………………………………………………….,U,Livre,,,,
8441.20.00,- Máquinas para fabricação de sacos de quaisquer dimensões ou de envelopes……………,U,Livre,,,,
8441.30.00,"- Máquinas para fabricação de caixas, tubos, tambores ou de recipientes semelhantes, por qualquer processo, excepto moldagem…………………………………………………………...",U,Livre,,,,
8441.40.00,"- Máquinas de moldar artigos de pasta de papel, papel ou cartão…………………",U,Livre,,,,
8441.80.00,- Outras máquinas e aparelhos……………………...………………,U,Livre,,,,
8441.90.00,- Partes………………………………………………...…………….,Kg,Livre,,,,
84.42,"Máquinas, aparelhos e equipamentos (excepto as máquinas das posições 84.56 a 84.65), para preparação ou fabricação de clichés, blocos, cilindros ou outros elementos de impressão; clichés, blocos, cilindros e outros elementos de impressão; pedras litográficas, placas e cilindros, preparados para impressão (por exemplo, aplainados, granulados ou polidos).",,,,,,
8442.30.00,"- Máquinas, aparelhos e equipamentos……………………..…….",U,Livre,,,,
8442.40.00,"- Partes dessas máquinas, aparelhos e equipamentos………..…….",Kg,Livre,,,,
8442.50.00,"- Clichés, blocos, cilindros e outros elementos de impressão; pedras litográficas, blocos, placas e cilindros, preparados para impressão (por exemplo, aplainados, granulados ou polidos)…..…",Kg,Livre,,,,
84.43,"Máquinas e aparelhos de impressão por meio de placas, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios.",,,,,,
,"- Máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42:",,,,,,
8443.11.00,"-- Máquinas e aparelhos de impressão, por offset, alimentados por bobinas…………",U,2,,,,
8443.12.00,"-- Máquinas e aparelhos de impressão, por offset, do tipo utilizado em escritórios, alimentados por folhas em que um lado não seja superior a 22 cm e que o outro não seja superior a 36 cm, quando não dobradas..",U,2,,,,
8443.13.00,"-- Outras máquinas e aparelhos de impressão, por offset…….…...",U,2,,,,
8443.14.00,"-- Máquinas e aparelhos de impressão, tipográficos, alimentados por bobinas, excluindo as máquinas e aparelhos flexográficos…………………………………………………………………………………….",U,2,,,,
8443.15.00,"-- Máquinas e aparelhos de impressão, tipográficos, não alimentados por bobinas, excluindo as máquinas e aparelhos flexográficos………………………………………………...……...",U,2,,,,
8443.16.00,"--Máquinas e aparelhos de impressão, flexográficos……..………",U,2,,,,
8443.17.00,"--Máquinas e aparelhos de impressão, heliográficos………..…….",U,2,,,,
8443.19.00,--Outros…………………………………………………………….,U,2,,,,
,"- Outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si:",,,,,,
8443.31.00,"-- Máquinas que executem pelo menos duas das seguintes funções: impressão, cópia ou transmissão de telecópia (fax), capazes de ser conectadas a uma máquina automática para processamento de dados ou a uma rede…………………………………………………………………………………………………",U,5,,,,
8443.32.00,"-- Outros, capazes de ser conectados a uma máquina automática para processamento de dados ou a uma rede………………………………………………………………………………………………………..",U,5,,,,
8443.39.00,-- Outros…………………………………..…….………………….,U,5,,,,
,- Partes e acessórios:,,,,,,
8443.91.00,"-- Partes e acessórios de máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42……………………………………………………….",Kg,2,,,,
8443.99.00,-- Outros…………………………………………………………….,Kg,2,,,,
8444.00.00,"Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais……",Kg,Livre,,,,
84.45,"Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção, de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis e máquinas para preparação de fios têxteis para sua utilização nas máquinas das posições 84.46 ou 84.47.",,,,,,
,- Máquinas para preparação de matérias têxteis:,,,,,,
8445.11.00,-- Cardas…………………………..……………………………….,U,Livre,,,,
8445.12.00,-- Penteadoras……………………………………..……………….,U,Livre,,,,
8445.13.00,-- Bancos de fusos (estiramento)……….………………,U,Livre,,,,
8445.19.00,-- Outras…………………………………………………………….,U,Livre,,,,
8445.20.00,- Máquinas para fiação de matérias têxteis……………..………...,U,Livre,,,,
8445.30.00,"- Máquinas para dobragem ou torção, de matérias têxteis…….…",U,Livre,,,,
8445.40.00,- Máquinas de bobinar (incluindo as bobinadoras de trama) ou de dobar matérias têxteis…………,U,Livre,,,,
8445.90.00,- Outras………………………………...…………………………..,U,Livre,,,,
84.46,Teares para tecidos.,,,,,,
8446.10.00,- Para tecidos de largura não superior a 30 cm…………..………...,U,Livre,,,,
,"- Para tecidos de largura superior a 30 cm, de lançadeiras:",,,,,,
8446.21.00,-- A motor…………………………………………...……………...,U,Livre,,,,
8446.29.00,-- Outros…………………………………………..………….……,U,Livre,,,,
8446.30.00,"- Para tecidos de largura superior a 30 cm, sem lançadeiras……..",U,Livre,,,,
84.47,"Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes e máquinas para inserir tufos.",,,,,,
,- Teares circulares para malhas:,,,,,,
8447.11.00,-- Com cilindro de diâmetro não superior a 165 mm………..…….,U,Livre,,,,
8447.12.00,-- Com cilindro de diâmetro superior a 165 mm…….……………,U,Livre,,,,
8447.20.00,- Teares rectilíneos para malhas; máquinas de costura por entrelaçamento (couture-tricotage)……,U,Livre,,,,
8447.90.00,- Outros……………………………………………………………...,U,Livre,,,,
84.48,"Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, Maquinetas (ratieras*), mecanismos Jacquard, quebra-urdiduras e quebra- tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas da presente posição ou das posições 84.44, 84.45, 84.46 ou 84.47 (por exemplo, fusos, aletas, guarnições de cardas, pentes, barras, fieiras, lançadeiras, liços e quadros de liços, agulhas, platinas, ganchos).",,,,,,
,"- Máquinas e aparelhos auxiliares para as máquinas das posições 84.44, 84.45, 84.46 ou 84.47:",,,,,,
8448.11.00,"-- Maquinetas (Ratieras*) e mecanismos Jacquard; redutores, perfuradores e copiadores de cartões; máquinas para enlaçar cartões após perfuração……………….…………………………...",Kg,Livre,,,,
8448.19.00,-- Outros………………………………..…………………………,Kg,Livre,,,,
8448.20.00,- Partes e acessórios das máquinas da posição 84.44 ou das suas máquinas e aparelhos auxiliares….,Kg,Livre,,,,
,- Partes e acessórios das máquinas da posição 84.45 ou das suas máquinas e aparelhos auxiliares:,,,,,,
8448.31.00,-- Guarnições de cardas…………………………………………….,Kg,Livre,,,,
8448.32.00,"-- De máquinas para preparação de matérias têxteis, excepto as guarnições de cardas……………",Kg,Livre,,,,
8448.33.00,"-- Fusos e suas aletas, anéis e cursores…………...………………...",Kg,Livre,,,,
8448.39.00,-- Outros…………………………………………………………….,Kg,Livre,,,,
,- Partes e acessórios de teares para tecidos ou das suas máquinas e aparelhos auxiliares:,,,,,,
8448.42.00,"-- Pentes, liços e quadros de liços……….………………………...",Kg,Livre,,,,
8448.49.00,-- Outros…………………………………..……………………….,Kg,Livre,,,,
,"- Partes e acessórios dos teares, máquinas ou aparelhos, da posição 84.47 ou das suas máquinas e aparelhos auxiliares:",,,,,,
8448.51.00,"-- Platinas, agulhas e outros artigos, utilizados na formação das malhas…………………",Kg,Livre,,,,
8448.59.00,-- Outros……………………………..…………………………….,Kg,Livre,,,,
8449.00.00,"Máquinas e aparelhos para fabricação ou acabamento de feltro ou de falsos tecidos (tecidos não tecidos), em peça ou em forma determinada, incluindo as máquinas e aparelhos para fabricação de chapéus de feltro; formas para chapelaria………………………………..",Kg,Livre,,,,
84.50,"Máquinas de lavar roupa, mesmo com dispositivos de secagem.",,,,,,
,"- Máquinas de capacidade, expressa em peso de roupa seca, não superior a 10 kg:",,,,,,
8450.11.00,-- Máquinas inteiramente automáticas……………….…………...,U,30,,,,
8450.12.00,"-- Outras máquinas, com secador centrifugo incorporado…….….",U,30,,,,
8450.19.00,-- Outras…………………………………………………………….,U,30,,,,
8450.20.00,"- Máquinas de capacidade, expressa em peso de roupa seca, superior a 10 kg………………",U,30,,,,
8450.90.00,- Partes……………………………………………………………..,Kg,Livre,,,,
84.51,"Máquinas e aparelhos (excepto as máquinas da posição 84.50) para lavar, limpar, espremer, secar, passar, prensar (incluindo as prensas de transferência térmica ou de fusão), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matérias têxteis e máquinas para revestir tecidos-base ou outros suportes utilizados na fabricação de revestimentos para pavimentos (pisos), tais como linóleo; máquinas para enrolar, desenrolar, dobrar, cortar ou dentear tecidos.",,,,,,
8451.10.00,- Máquinas para lavar a seco……………..……………………….,U,Livre,,,,
,- Máquinas de secar:,,,,,,
8451.21.00,"-- De capacidade, expressa em peso de roupa seca, não superior a 10 kg…………………………",U,10,,,,
8451.29.00,-- Outras…………………………………………..………………..,U,Livre,,,,
8451.30.00,"- Máquinas e prensas para passar, incluindo as prensas de transferência térmica ou de fusão………",U,Livre,,,,
8451.40.00,"- Máquinas para lavar, branquear ou tingir………...……………...",U,Livre,,,,
8451.50.00,"- Máquinas para enrolar, desenrolar, dobrar, cortar ou dentear tecidos……………………",U,Livre,,,,
8451.80.00,- Outras máquinas e aparelhos………….………………………...,U,Livre,,,,
8451.90.00,- Partes……………………………………...……………………...,U,Livre,,,,
84.52,"Máquinas de costura, excepto as de costurar cadernos da posição 84.40; móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura.",,,,,,
8452.10,- Máquinas de costura de uso doméstico:,,,,,,
8452.10.10,-- Novas……………………………………………………………………………………………….,U,Livre ,,,,
8452.10.90,-- Outras………………………………………………………………………………………………,U,Livre ,,,,
,- Outras máquinas de costura:,,,,,,
8452.21.00,-- Unidades automáticas…………………………...……………….,U,Livre,,,,
8452.29.00,-- Outras……………………………………………...……………..,U,Livre,,,,
8452.30.00,- Agulhas para máquinas de costura………………...……………..,Kg,Livre,,,,
8452.90.00,"- Móveis, bases e tampas, para máquinas de costura, e suas partes; outras partes de máquinas de costura…",Kg,Livre,,,,
84.53,"Máquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar calçado e outras obras de couro ou de pele, excepto máquinas de costura.",,,,,,
8453.10.00,"- Máquinas e aparelhos para preparar, curtir ou trabalhar couros ou peles…………………",U,Livre,,,,
8453.20.00,- Máquinas e aparelhos para fabricar ou consertar calçado……....,U,Livre,,,,
8453.80.00,- Outras máquinas e aparelhos…………………..………………...,U,Livre,,,,
8453.90.00,- Partes…………………………………………...………………...,U,Livre,,,,
84.54,"Conversores, cadinhos ou colheres de fundição, lingoteiras e máquinas de vazar (moldar), para metalurgia, aciaria ou fundição.",,,,,,
8454.10.00,- Conversores……………………………………………...……….,U,Livre,,,,
8454.20.00,- Lingoteiras e cadinhos ou colheres de fundição……..………….,U,Livre,,,,
8454.30.00,- Máquinas de vazar (moldar)……………………………………...,U,Livre,,,,
8454.90.00,- Partes……………………………………...……………………...,U,Livre,,,,
84.55,Laminadores de metais e seus cilindros.,,,,,,
8455.10.00,- Laminadores de tubos……………………………………………..,U,Livre,,,,
,- Outros laminadores:,,,,,,
8455.21.00,-- Laminadores a quente e laminadores combinados a quente e a frio……………………,U,Livre,,,,
8455.22.00,-- Laminadores a frio……………………………...………………..,U,Livre,,,,
8455.30.00,- Cilindros de laminadores…………………………………………,U,Livre,,,,
8455.90.00,- Outras partes……………………………….…..………………...,Kg,Livre,,,,
84.56,"Máquinas-ferramentas que trabalhem por eliminação de qualquer matéria, que operem por laser ou por outro feixe de luz ou de fotões, por ultrassom, por electroerosão, por processos electroquímicos, por feixes de electrões, por feixes iónicos ou por jacto de plasma; máquinas de corte a jacto de água.",,,,,,
,- Que operem por laser ou por outro feixe de luz ou de fotões:,,,,,,
8456.11.00,-- Que operem por laser…………………………………………….,U,Livre,,,,
8456.12.00,-- Que operem por outro feixe de luz ou de fotões………..………,U,Livre,,,,
8456.20.00,- Que operem por ultrassom…………………..…………………..,U,Livre,,,,
8456.30.00,- Que operem por electroerosão…………………...………………..,U,Livre,,,,
8456.40.00,- Que operem por jato de plasma…………………………………...,U,Livre,,,,
8456.50.00,- Máquinas de corte a jato de água……………….…………………,U,Livre,,,,
8456.90.00,- Outras………………………………………...…………………..,U,Livre,,,,
84.57,"Centros de fabricação (usinagem), máquinas de sistema monostático (single station) e máquinas de estações múltiplas, para trabalhar metais.",,,,,,
8457.10.00,- Centros de fabricação (usinagem)…………………………………………….,U,Livre,,,,
8457.20.00,- Máquinas de sistema monostático (single station)………..…….,U,Livre,,,,
8457.30.00,- Máquinas de estações múltiplas…………...……………………..,U,Livre,,,,
84.58,Tornos (incluindo os centros de torneamento) para metais.,,,,,,
,- Tornos horizontais:,,,,,,
8458.11.00,-- De comando numérico……………………..……………………,U,Livre,,,,
8458.19.00,-- Outros…………………………………………………………….,U,Livre,,,,
,- Outros tornos:,,,,,,
8458.91.00,-- De comando numérico…………………..………………………,U,Livre,,,,
8458.99.00,-- Outros…………………………………………………………….,U,Livre,,,,
84.59,"Máquinas-ferramentas (incluindo as unidades com cabeça deslizante) para furar, mandrilar, fresar, roscar interior ou exteriormente metais, por eliminação de matéria, excepto os tornos (incluindo os centros de torneamento) da posição 84.58.",,,,,,
8459.10.00,- Unidades com cabeça deslizante………………..……………….,U,Livre,,,,
,- Outras máquinas para furar:,,,,,,
8459.21.00,-- De comando numérico…………………...………………………,U,Livre,,,,
8459.29.00,-- Outras…………………………………...………………………,U,Livre,,,,
,- Outras mandriladoras-fresadoras (madriladoras-fresadoras*):,,,,,,
8459.31.00,-- De comando numérico………………...…………………………,U,Livre,,,,
8459.39.00,-- Outras……………………………………...……………………,U,Livre,,,,
,- Outras máquinas para escarear (mandrilar*):,,,,,,
8459.41.00,-- De comando numérico……………………..……………………,U,Livre,,,,
8459.49.00,-- Outras……………………………………...…………………….,U,Livre,,,,
,"- Máquinas para fresar, de consola:",,,,,,
8459.51.00,-- De comando numérico…………………...………………………,U,Livre,,,,
8459.59.00,-- Outras……………………………………...……………………,U,Livre,,,,
,- Outras máquinas para fresar:,,,,,,
8459.61.00,-- De comando numérico……………………..……………………,U,Livre,,,,
8459.69.00,-- Outras…………………………………………………………….,U,Livre,,,,
8459.70.00,- Outras máquinas para roscar interior ou exteriormente……..,U,Livre,,,,
84.60,"Máquinas-ferramentas para rebarbar, afiar, amolar, rectificar, brunir, polir ou realizar outras operações de acabamento em metais ou cermets por meio de mós, de abrasivos ou de produtos polidores, excepto as máquinas de cortar ou acabar engrenagens da posição 84.61.",,,,,,
,- Máquinas para rectificar superfícies planas:,,,,,,
8460.12.00,-- De comando numérico…………………………...………………,U,Livre,,,,
8460.19.00,-- Outras……………………………………………...……………..,U,Livre,,,,
,- Outras máquinas para rectificar:,,,,,,
8460.22.00,"-- Máquinas para rectificar sem centro, de comando numérico.",U,Livre,,,,
8460.23.00,"-- Outras máquinas para rectificar superfícies cilíndricas, de comando numérico……………………",U,Livre,,,,
8460.24.00,"-- Outras, de comando numérico…………..………………………",U,Livre,,,,
8460.29.00,-- Outras……………………………………...……………………,U,Livre,,,,
,- Máquinas para afiar:,,,,,,
8460.31.00,-- De comando numérico……………………..……………………,U,Livre,,,,
8460.39.00,-- Outras………………………………………...…………………,U,Livre,,,,
8460.40.00,- Máquinas para brunir ………………………...………………….,U,Livre,,,,
8460.90.00,- Outras…………………………………………...………………..,U,Livre,,,,
84.61,"Máquinas-ferramentas para aplainar, plainas-limadoras, máquinas-ferramentas para escatelar, mandrilar (brochar*), cortar ou acabar engrenagens, serrar, seccionar e outras máquinas- ferramentas que trabalhem por eliminação de metal ou de cermets, não especificadas nem compreendidas noutras posições.",,,,,,
8461.20.00,- Plainas-limadoras e máquinas para escatelar……..…………….,U,Livre,,,,
8461.30.00,- Máquinas para mandrilar (brochar*) …………………………………………,U,Livre,,,,
8461.40.00,- Máquinas para cortar ou acabar engrenagens……………………,U,Livre,,,,
8461.50.00,- Máquinas para serrar ou seccionar………………………………..,U,Livre,,,,
8461.90.00,- Outras…………………………………………………………….,U,Livre,,,,
84.62,"Máquinas-ferramentas (incluindo as prensas) para forjar ou estampar, martelos, martelos-pilões e martinetes, para trabalhar metais (excluindo os laminadores); máquinas- ferramentas (incluindo as prensas, as linhas de corte longitudinal e as linhas de corte transversal) para enrolar, arquear, dobrar, endireitar, aplanar, cisalhar, puncionar, chanfrar ou mordiscar metais (excluindo as bancas para estirar); prensas para trabalhar metais ou carbonetos metálicos, não especificadas acima.",,,,,,
,"- Máquinas para trabalhar a quente (incluindo as prensas) para forjar por matrizagem ou de forjamento livre ou de estampar, martelos, martelos-pilões e martinetes:",,,,,,
8462.11.00,-- Máquinas para forjamento em matriz fechada …………………,U,Livre,,,,
8462.19.00,-- Outras……………………………………...……………………,U,Livre,,,,
,"- Máquinas (incluindo as prensas dobradeiras) para enrolar, arquear, dobrar, endireitar ou aplanar, para produtos planos:",,,,,,
8462.22.00,-- Máquinas para formação de perfis ………………………,U,Livre,,,,
8462.23.00,"-- Prensas dobradeiras, de comando numérico…………………...",U,Livre,,,,
8462.24.00,"-- Prensas para painéis, de comando numérico ………………",U,Livre,,,,
8462.25.00,"-- Máquinas de conformação por rolos, de comando numérico …..",U,Livre,,,,
8462.26.00,"-- Outras máquinas para enrolar, arquear, dobrar, endireitar ou aplanar, de comando numérico…………",U,Livre,,,,
8462.29.00,-- Outras……………………………………...……………………,U,Livre,,,,
,"- Linhas de corte longitudinal, linhas de corte transversal e outras máquinas (excluindo as prensas) para cisalhar, exceto as máquinas combinadas de puncionar e cisalhar:",,,,,,
8462.32.00,-- Linhas de corte longitudinal e linhas de corte transversal……..,U,Livre,,,,
8462.33.00,"-- Máquinas para cisalhar, de comando numérico ………………..",U,Livre,,,,
8462.39.00,-- Outras……………………………………...……………………,U,Livre,,,,
,"- Máquinas (excluindo as prensas) para puncionar, chanfrar ou mordiscar, para produtos planos, incluindo as máquinas combinadas de puncionar e cisalhar:",,,,,,
8462.42.00,-- De comando numérico ……………………………………….,U,Livre,,,,
8462.49.00,-- Outras……………………………………...……………………,U,Livre,,,,
,"- Máquinas (excluindo as prensas) para trabalhar tubos, perfis ocos, perfis e barras:",,,,,,
8462.51.00,-- De comando numérico …………………………………………,U,Livre,,,,
8462.59.00,-- Outras……………………………………...……………………,U,Livre,,,,
,- Prensas para trabalhar metal a frio:,,,,,,
8462.61.00,-- Prensas hidráulicas …….………………………………………,U,Livre,,,,
8462.62.00,-- Prensas mecânicas …………………………….………………,U,Livre,,,,
8462.63.00,-- Servoprensas …………………………………………………,U,Livre,,,,
8462.69.00,-- Outras……………………………………...……………………,U,Livre,,,,
8462.90.00,- Outras……………………………………...……………………,U,Livre,,,,
84.63,"Outras máquinas-ferramentas para trabalhar metais ou cermets, que trabalhem sem eliminação de matéria.",,,,,,
8463.10.00,"- Bancas para estirar barras, tubos, perfis, fios ou semelhantes………………",U,Livre,,,,
8463.20.00,- Máquinas para fazer roscas internas ou externas por laminagem………………….,U,Livre,,,,
8463.30.00,- Máquinas para trabalhar arames e fios de metal………..……….,U,Livre,,,,
8463.90.00,- Outras…………………………………...………………………..,U,Livre,,,,
84.64,"Máquinas-ferramentas para trabalhar pedra, produtos cerâmicos, betão (concreto), fibrocimento ou matérias minerais semelhantes, ou para o trabalho a frio do vidro.",,,,,,
8464.10.00,- Máquinas para serrar………………………...…………………...,U,Livre,,,,
8464.20.00,- Máquinas para esmerilar ou polir…………...……………………,U,Livre,,,,
8464.90.00,- Outras……………………………………...……………………..,U,Livre,,,,
84.65,"Máquinas-ferramentas (incluindo as máquinas para pregar, grampear, colar ou reunir por qualquer outro modo) para trabalhar madeira, cortiça, osso, borracha endurecida, plástico duro ou matérias duras semelhantes.",,,,,,
8465.10.00,- Máquinas-ferramentas capazes de efectuar diferentes tipos de operações sem troca de ferramentas……..,U,Livre,,,,
8465.20.00,- Centros de fabricação (usinagem)…………………………….....……………,U,Livre,,,,
,- Outras:,,,,,,
8465.91.00,-- Máquinas de serrar………………………………...……………..,U,Livre,,,,
8465.92.00,-- Máquinas para desbastar ou aplainar; máquinas para fresar ou moldurar…………………………,U,Livre,,,,
8465.93.00,"-- Máquinas para esmerilar, lixar ou polir…………….…………..",U,Livre,,,,
8465.94.00,-- Máquinas para arquear ou reunir…………………..……………,U,Livre,,,,
8465.95.00,-- Máquinas para furar ou escatelar…………………..……………,U,Livre,,,,
8465.96.00,"-- Máquinas para fender, seccionar ou desenrolar…….………….",U,Livre,,,,
8465.99.00,-- Outras…………………………………………..………………,U,Livre,,,,
84.66,"Partes e acessórios reconhecíveis como exclusiva ou principalmente destinados às máquinas das posições 84.56 a 84.65, incluindo os porta-peças e porta-ferramentas, as fieiras de abertura automática, os dispositivos divisores e outros dispositivos especiais, para estas máquinas; porta-ferramentas para ferramentas manuais de qualquer tipo.",,,,,,
8466.10.00,- Porta-ferramentas e fieiras de abertura automática…….………,Kg,Livre,,,,
8466.20.00,- Porta-peças……………………………………...……………….,Kg,Livre,,,,
8466.30.00,"- Dispositivos divisores e outros dispositivos especiais, para máquinas…………….",Kg,Livre,,,,
,- Outros:,,,,,,
8466.91.00,-- Para máquinas da posição 84.64……………………..………….,Kg,Livre,,,,
8466.92.00,-- Para máquinas da posição 84.65……………………..………...,Kg,Livre,,,,
8466.93.00,-- Para máquinas das posições 84.56 a 84.61……………..……...,Kg,Livre,,,,
8466.94.00,-- Para máquinas das posições 84.62 ou 84.63…………..……….,Kg,Livre,,,,
84.67,"Ferramentas pneumáticas, hidráulicas ou com motor (eléctrico ou não eléctrico) incorporado, de uso manual.",,,,,,
,- Pneumáticas:,,,,,,
8467.11.00,-- Rotativas (mesmo com sistema de percussão)……….…………,U,Livre,,,,
8467.19.00,-- Outras……………………………………………………..……..,U,Livre,,,,
,- Com motor eléctrico incorporado:,,,,,,
8467.21.00,"-- Perfuradoras (furadeiras) de qualquer espécie, incluindo as rotativas……..…..",U,Livre,,,,
8467.22.00,-- Serras……………………………………………...……………..,U,Livre,,,,
8467.29.00,-- Outras…………………………………………………………….,U,Livre,,,,
